Program,xPONENT,,Intelliflex,,,,,,,,,,,,,,,,,
Build,2.1.1015,,,,,,,,,,,,,,,,,,,
Date,30/05/2025,14:35,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SN,IFLEXP24081001,,,,,,,,,,,,,,,,,,,
Batch,PLATE_05302025_OmiRBD_TRIMER_SJ_P2,,,,,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,,,,,
Operator,,,,,,,,,,,,,,,,,,,,
ComputerName,INTELLIFLEX-PC,,,,,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,,,,,
ProtocolName,,,,,,,,,,,,,,,,,,,,
ProtocolVersion,N/A,,,,,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,,,,,
PanelName,,,,,,,,,,,,,,,,,,,,
MaxSampleUptakeVolume,10 ul,,,,,,,,,,,,,,,,,,,
DDGate,7000 to 21000,,,,,,,,,,,,,,,,,,,
SampleTimeout,30 sec,,,,,,,,,,,,,,,,,,,
BatchStartTime,30/05/2025 15:04,,,,,,,,,,,,,,,,,,,
BatchStopTime,30/05/2025 15:32,,,,,,,,,,,,,,,,,,,
BatchDescription,,,,,,,,,,,,,,,,,,,,
ProtocolPlate,Name,,Type,96,Plates,1,,,,,,,,,,,,,,
ProtocolMicrosphere,Map,,Type,,Count,,,,,,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,,,,,
ProtocolOperatingMode,Luminex® 200™ Low PMT,,,,,,,,,,,,,,,,,,,
BeadType,MagPlex,,,,,,,,,,,,,,,,,,,
PrePlateRoutine,,,,,,,,,,,,,,,,,,,,
PostPlateRoutine,,,,,,,,,,,,,,,,,,,,
PostWellRoutine,,,,,,,,,,,,,,,,,,,,
PlateReadDirection,Vertical,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Most Recent Calibration and Control Results:,,,,,,,,,,,,,,,,,,,,
Last Calibration,Calibrated 05/30/2025 11:36,,,,,,,,,,,,,,,,,,,
Last Verification,Verified 05/30/2025 11:40,,,,,,,,,,,,,,,,,,,
Last Fluidics Test,Verified 05/30/2025 11:42,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,,,,,
Classification Calibrator,,,,,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1 Calibrated,CL1 Gain Final Volts,CL2 Calibrated,CL2 Gain Final Volts,CL3 Calibrated,CL3 Gain Final Volts,EDR Gain Calibrated,EDR Gain Final Volts,Lx200 RP1 High Gain Calibrated,Lx200 RP1 High Gain Final Volts,Lx200 RP1 Low Gain Calibrated,Lx200 RP1 Low Gain Final Volts,DDMag Calibrated,DDMag Gain Final Volts,DDMicro Calibrated,DDMicro Gain Final Volts,Standard RP1 Gain Calibrated,Standard RP1 Gain Final Volts
C03501,07/17/2025 00:00,05/30/2025 11:36,TRUE,81.6,TRUE,84.81,TRUE,81.32,TRUE,76.11,TRUE,578.95,TRUE,468.82,TRUE,53.19,TRUE,77.53,TRUE,592.91
,,,,,,,,,,,,,,,,,,,,
Samples,96,Min Events,,Per Bead,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,,,,,
Location,Sample,OmicronRBD,OmicronTrimer,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,7311.93945,13820.5293,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,4353.76562,11904.18164,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,1820.50391,8087.9668,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,559.93945,4430.50391,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,172.5957,2299.14453,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,61.19434,1162.65039,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,27.51563,687.29395,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,16.48633,474.4375,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,2757.35547,7558.05078,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,636.24414,3637.5,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,11.78711,360.32812,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,11.35938,298.11914,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,2412.52246,7539.03516,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,542.31445,3324.61719,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,12.22852,407.38281,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,11.26563,267.3457,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,34.95898,1129.85156,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,257.68945,4092.92773,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,76.24023,1086.04102,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,50.45605,1460.54199,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,31.95508,1031.74316,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,103.3252,1956.4375,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,137.41797,2301.21973,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,44.30176,963.86523,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,226.54297,3009.39941,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,93.38477,2414.65625,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,141.26855,1946.89062,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,282.35156,3084.93555,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,38.85938,1020.39453,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,81.89941,1475.50879,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,48.27539,1160.29004,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,174.83789,1403.31836,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,80.52832,1273.00586,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,43.55273,1279.49902,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,27.35156,495.80664,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,54.07715,1780.9248,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,59.92969,723.19727,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,74.03906,1671.87109,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,99.97852,1537.16016,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,78.62402,1324.91309,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,305.13574,3337.25684,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,183.72363,2807.84766,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,16.44922,824.44922,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,940.00684,4984.90332,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,224.76758,2154.5791,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,34.88867,939.63867,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,38.65527,963.84863,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,979.98242,6330.78711,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,27.26367,666.29297,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,139.45117,1849.09961,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,300.84961,2689.16992,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,138.68066,1733.01758,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,103.82617,2162.11719,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,22.31055,510.45508,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,789.40234,7279.73828,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,33.83594,920.51953,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,54.77344,1981.3418,244,,,,,,,,,,,,,,,,
"58(1,B8)",Unknown42,116.42188,1907.24023,250,,,,,,,,,,,,,,,,
"59(1,C8)",Unknown43,85.45215,1404.65039,203,,,,,,,,,,,,,,,,
"60(1,D8)",Unknown44,19.67188,705.21289,246,,,,,,,,,,,,,,,,
"61(1,E8)",Unknown45,275.08789,3068.49414,237,,,,,,,,,,,,,,,,
"62(1,F8)",Unknown46,221.21875,2142.7998,243,,,,,,,,,,,,,,,,
"63(1,G8)",Unknown47,195.98047,2531.34375,215,,,,,,,,,,,,,,,,
"64(1,H8)",Unknown48,16.79688,433.42773,205,,,,,,,,,,,,,,,,
"65(1,A9)",Unknown49,517.70508,3355.05273,238,,,,,,,,,,,,,,,,
"66(1,B9)",Unknown50,15.67578,624.73047,214,,,,,,,,,,,,,,,,
"67(1,C9)",Unknown51,20.30859,468.4707,224,,,,,,,,,,,,,,,,
"68(1,D9)",Unknown52,30.27344,418.33691,209,,,,,,,,,,,,,,,,
"69(1,E9)",Unknown53,30.54883,1080.51855,253,,,,,,,,,,,,,,,,
"70(1,F9)",Unknown54,17.50977,464.34473,207,,,,,,,,,,,,,,,,
"71(1,G9)",Unknown55,714.03125,4668.46875,207,,,,,,,,,,,,,,,,
"72(1,H9)",Unknown56,63.57617,1398.08105,243,,,,,,,,,,,,,,,,
"73(1,A10)",Unknown57,267.50195,1371.53711,251,,,,,,,,,,,,,,,,
"74(1,B10)",Unknown58,115.57617,2360.90625,211,,,,,,,,,,,,,,,,
"75(1,C10)",Unknown59,31.86914,659.7832,260,,,,,,,,,,,,,,,,
"76(1,D10)",Unknown60,113.99609,2476.0791,243,,,,,,,,,,,,,,,,
"77(1,E10)",Unknown61,13.67676,387.13184,210,,,,,,,,,,,,,,,,
"78(1,F10)",Unknown62,449.19629,3810.09668,260,,,,,,,,,,,,,,,,
"79(1,G10)",Unknown63,188.25488,2822.3418,232,,,,,,,,,,,,,,,,
"80(1,H10)",Unknown64,1506.99414,3137.82031,203,,,,,,,,,,,,,,,,
"81(1,A11)",Unknown65,411.4668,4034.6377,261,,,,,,,,,,,,,,,,
"82(1,B11)",Unknown66,33.79297,1095.90234,218,,,,,,,,,,,,,,,,
"83(1,C11)",Unknown67,32.95703,746.58008,238,,,,,,,,,,,,,,,,
"84(1,D11)",Unknown68,38.48438,946.52051,222,,,,,,,,,,,,,,,,
"85(1,E11)",Unknown69,19.71582,483.62109,207,,,,,,,,,,,,,,,,
"86(1,F11)",Unknown70,1173.22656,6800.68555,254,,,,,,,,,,,,,,,,
"87(1,G11)",Unknown71,310.91016,3211.47754,248,,,,,,,,,,,,,,,,
"88(1,H11)",Unknown72,311.05469,2749.84375,218,,,,,,,,,,,,,,,,
"89(1,A12)",Unknown73,56.85156,1016.78516,222,,,,,,,,,,,,,,,,
"90(1,B12)",Unknown74,215.6875,2631.16797,242,,,,,,,,,,,,,,,,
"91(1,C12)",Unknown75,50.73438,934.59863,244,,,,,,,,,,,,,,,,
"92(1,D12)",Unknown76,195.39941,2642.48242,243,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,971.09668,5528.72363,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,514.73535,3387.22461,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,182.71289,2287.91211,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,74.75977,1473.39453,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Mean,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,8723.87891,24939.84375,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,8281.1709,19290.4082,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,7503.3457,20678.12109,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,3307.97974,19149.2168,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,635.2486,17363.11523,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,72.34182,20495.31445,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,28.81256,13844.13281,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,17.13066,7940.62354,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,8655.81055,17251.2793,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,2332.34009,24467.89453,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,12.41583,8956.64648,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,11.24384,13520.72949,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,5324.24756,19596.99414,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,5567.5249,28966.54688,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,16.34662,16409.84375,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,11.50519,10030.16016,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,35.65563,20624.1582,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,4720.79053,25989.50977,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,127.39304,8619.9834,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,50.2821,16382.77637,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,34.05195,15378.9834,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,166.49863,24800.26367,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,632.70056,17784.89258,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,54.49536,24484.24023,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,356.49832,14817.56836,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,5629.80176,25201.13477,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,1021.70758,14249.07812,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,6100.50977,26651.92578,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,41.00749,13415.04395,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,597.90808,28175.42188,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,69.39268,15706.76367,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,4195.38965,20053.83008,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,172.44276,19973.00391,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,57.72002,9744.31543,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,28.8006,14392.04199,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,711.8783,19975.36133,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,478.93262,16984.19531,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,306.93414,16357.58105,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,264.53787,19440.31836,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,103.54997,23729.91602,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,4297.03027,27387.27734,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,909.6886,14349.33594,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,24.51787,15674.91211,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,7145.97363,20521.46289,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,254.09547,11577.10742,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,35.28288,14367.07422,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,40.84707,24442.84375,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,10093.56934,29675.25781,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,79.12411,8729.1582,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,1654.28479,19390.00586,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,7161.79102,29819.26953,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,1555.14258,14981.20508,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,213.40678,13312.10645,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,23.93361,13675.41992,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,7341.33447,26066.21484,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,75.21983,26573.85547,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,76.33468,17042.20508,244,,,,,,,,,,,,,,,,
"58(1,B8)",Unknown42,169.33733,11902.71875,250,,,,,,,,,,,,,,,,
"59(1,C8)",Unknown43,123.61541,31708.13477,203,,,,,,,,,,,,,,,,
"60(1,D8)",Unknown44,21.67748,9093.68262,246,,,,,,,,,,,,,,,,
"61(1,E8)",Unknown45,1796.38965,16536.11523,237,,,,,,,,,,,,,,,,
"62(1,F8)",Unknown46,374.19598,27626.24023,243,,,,,,,,,,,,,,,,
"63(1,G8)",Unknown47,1122.41602,19672.01758,215,,,,,,,,,,,,,,,,
"64(1,H8)",Unknown48,6048.7041,13228.34082,205,,,,,,,,,,,,,,,,
"65(1,A9)",Unknown49,1111.98364,17717.95117,238,,,,,,,,,,,,,,,,
"66(1,B9)",Unknown50,15.84461,6470.59912,214,,,,,,,,,,,,,,,,
"67(1,C9)",Unknown51,20.37917,9908.97754,224,,,,,,,,,,,,,,,,
"68(1,D9)",Unknown52,56.93029,13533.32324,209,,,,,,,,,,,,,,,,
"69(1,E9)",Unknown53,39.51334,30860.38281,253,,,,,,,,,,,,,,,,
"70(1,F9)",Unknown54,17.74549,13274.71094,207,,,,,,,,,,,,,,,,
"71(1,G9)",Unknown55,2974.73804,23310.1582,207,,,,,,,,,,,,,,,,
"72(1,H9)",Unknown56,250.62216,29992.41797,243,,,,,,,,,,,,,,,,
"73(1,A10)",Unknown57,4890.72656,22422.76562,251,,,,,,,,,,,,,,,,
"74(1,B10)",Unknown58,266.18402,35355.76562,211,,,,,,,,,,,,,,,,
"75(1,C10)",Unknown59,35.50256,11916.48828,260,,,,,,,,,,,,,,,,
"76(1,D10)",Unknown60,2193.96411,16485.80469,243,,,,,,,,,,,,,,,,
"77(1,E10)",Unknown61,15.23262,6859.8418,210,,,,,,,,,,,,,,,,
"78(1,F10)",Unknown62,2858.56567,22370.19922,260,,,,,,,,,,,,,,,,
"79(1,G10)",Unknown63,1660.31396,23006.82422,232,,,,,,,,,,,,,,,,
"80(1,H10)",Unknown64,12592.13574,15064.41211,203,,,,,,,,,,,,,,,,
"81(1,A11)",Unknown65,3182.34009,15413.37891,261,,,,,,,,,,,,,,,,
"82(1,B11)",Unknown66,939.2373,10084.4043,218,,,,,,,,,,,,,,,,
"83(1,C11)",Unknown67,222.44936,13777.0332,238,,,,,,,,,,,,,,,,
"84(1,D11)",Unknown68,40.25304,18233.30078,222,,,,,,,,,,,,,,,,
"85(1,E11)",Unknown69,96.46939,17855.69531,207,,,,,,,,,,,,,,,,
"86(1,F11)",Unknown70,4583.31104,12509.85254,254,,,,,,,,,,,,,,,,
"87(1,G11)",Unknown71,613.67395,20825.19336,248,,,,,,,,,,,,,,,,
"88(1,H11)",Unknown72,362.13394,22404.46875,218,,,,,,,,,,,,,,,,
"89(1,A12)",Unknown73,142.73676,17048.01562,222,,,,,,,,,,,,,,,,
"90(1,B12)",Unknown74,6697.80566,8574.07129,242,,,,,,,,,,,,,,,,
"91(1,C12)",Unknown75,115.3606,12733.13574,244,,,,,,,,,,,,,,,,
"92(1,D12)",Unknown76,5032.50977,12975.83984,243,,,,,,,,,,,,,,,,
"93(1,E12)",Unknown77,10146.11523,19848.95312,240,,,,,,,,,,,,,,,,
"94(1,F12)",Unknown78,4476.87402,30926.49805,259,,,,,,,,,,,,,,,,
"95(1,G12)",Unknown79,208.30412,19065.58008,240,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown80,118.45668,20520.74219,224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,,,,,
Location,Sample,Omi SPIKE RBD,Omi SPIKE TRIMER,Total Events,,,,,,,,,,,,,,,,
"1(1,A1)",Standard1,162,101,263,,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,129,101,230,,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,158,100,258,,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,189,101,290,,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,184,101,285,,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,148,107,255,,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,121,102,223,,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,153,101,254,,,,,,,,,,,,,,,,
"9(1,A2)",Control1,128,102,230,,,,,,,,,,,,,,,,
"10(1,B2)",Control2,203,102,305,,,,,,,,,,,,,,,,
"11(1,C2)",Control3,107,106,213,,,,,,,,,,,,,,,,
"12(1,D2)",Background0,128,101,229,,,,,,,,,,,,,,,,
"13(1,E2)",Control1,128,107,235,,,,,,,,,,,,,,,,
"14(1,F2)",Control2,146,101,247,,,,,,,,,,,,,,,,
"15(1,G2)",Control3,157,101,258,,,,,,,,,,,,,,,,
"16(1,H2)",Background0,129,100,229,,,,,,,,,,,,,,,,
"17(1,A3)",Unknown1,144,101,245,,,,,,,,,,,,,,,,
"18(1,B3)",Unknown2,153,103,256,,,,,,,,,,,,,,,,
"19(1,C3)",Unknown3,139,105,244,,,,,,,,,,,,,,,,
"20(1,D3)",Unknown4,110,106,216,,,,,,,,,,,,,,,,
"21(1,E3)",Unknown5,120,100,220,,,,,,,,,,,,,,,,
"22(1,F3)",Unknown6,120,101,221,,,,,,,,,,,,,,,,
"23(1,G3)",Unknown7,161,100,261,,,,,,,,,,,,,,,,
"24(1,H3)",Unknown8,158,100,258,,,,,,,,,,,,,,,,
"25(1,A4)",Unknown9,130,100,230,,,,,,,,,,,,,,,,
"26(1,B4)",Unknown10,122,100,222,,,,,,,,,,,,,,,,
"27(1,C4)",Unknown11,154,101,255,,,,,,,,,,,,,,,,
"28(1,D4)",Unknown12,121,102,223,,,,,,,,,,,,,,,,
"29(1,E4)",Unknown13,138,103,241,,,,,,,,,,,,,,,,
"30(1,F4)",Unknown14,124,100,224,,,,,,,,,,,,,,,,
"31(1,G4)",Unknown15,119,100,219,,,,,,,,,,,,,,,,
"32(1,H4)",Unknown16,142,101,243,,,,,,,,,,,,,,,,
"33(1,A5)",Unknown17,100,110,210,,,,,,,,,,,,,,,,
"34(1,B5)",Unknown18,149,100,249,,,,,,,,,,,,,,,,
"35(1,C5)",Unknown19,120,105,225,,,,,,,,,,,,,,,,
"36(1,D5)",Unknown20,114,100,214,,,,,,,,,,,,,,,,
"37(1,E5)",Unknown21,120,103,223,,,,,,,,,,,,,,,,
"38(1,F5)",Unknown22,122,101,223,,,,,,,,,,,,,,,,
"39(1,G5)",Unknown23,135,105,240,,,,,,,,,,,,,,,,
"40(1,H5)",Unknown24,142,100,242,,,,,,,,,,,,,,,,
"41(1,A6)",Unknown25,132,100,232,,,,,,,,,,,,,,,,
"42(1,B6)",Unknown26,176,102,278,,,,,,,,,,,,,,,,
"43(1,C6)",Unknown27,119,101,220,,,,,,,,,,,,,,,,
"44(1,D6)",Unknown28,100,114,214,,,,,,,,,,,,,,,,
"45(1,E6)",Unknown29,150,100,250,,,,,,,,,,,,,,,,
"46(1,F6)",Unknown30,109,100,209,,,,,,,,,,,,,,,,
"47(1,G6)",Unknown31,110,100,210,,,,,,,,,,,,,,,,
"48(1,H6)",Unknown32,108,101,209,,,,,,,,,,,,,,,,
"49(1,A7)",Unknown33,141,100,241,,,,,,,,,,,,,,,,
"50(1,B7)",Unknown34,135,105,240,,,,,,,,,,,,,,,,
"51(1,C7)",Unknown35,147,101,248,,,,,,,,,,,,,,,,
"52(1,D7)",Unknown36,126,101,227,,,,,,,,,,,,,,,,
"53(1,E7)",Unknown37,143,100,243,,,,,,,,,,,,,,,,
"54(1,F7)",Unknown38,123,100,223,,,,,,,,,,,,,,,,
"55(1,G7)",Unknown39,137,101,238,,,,,,,,,,,,,,,,
"56(1,H7)",Unknown40,103,105,208,,,,,,,,,,,,,,,,
"57(1,A8)",Unknown41,143,101,244,,,,,,,,,,,,,,,,
